question	answer	source
Compléter la phrase suivante. Lors de l’inhumation de Frédéric Chopin au Père-Lachaise, un peu de ..., a été répandue sur son caveau.	terre de Pologne	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Quelle est la commune de France dont le nom comporte le plus de caractères ? (45 caractères dont 7 traits d'union)	Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson	https://fr.m.wikipedia.org/wiki/Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson
Compléter la phrase suivante. Étonnant, la grenouille rousse, peut vivre ... .	jusqu’à 3 000 m au dessus du niveau de la mer	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Le billet de ... dollars américains est la plus grosse coupure de monnaie jamais émise dans cette devise.	100 000	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Le philosophe Arthur Schopenhauer fit de son caniche, nommé ..., son légataire principal.	Atma	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. En raison de son ardeur à vouloir convertir la cour au vélo, le fils de Napoléon III fut surnommé « ... IV » par les caricaturistes.	Vélocipède	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
À quelle vitesse maximale nage le Manchot papou sous l'eau ?	35 km/h	https://fr.m.wikipedia.org/wiki/Manchot_papou
Compléter la phrase suivante. L’ambroisie, nourriture des dieux dans la mythologie grecque, est décrite comme neuf fois ... .	plus sucrée que le miel	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Qu'est-ce que la pikachurine ? (nommée d'après le Pokémon Pikachu)	Une protéine	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Le 26 juillet 1908, Charles J. Bonaparte, petit-neveu de Napoléon Ier, crée ce qui deviendra ... .	le FBI	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Étonnant: Il est interdit d’entrer aux États-Unis en possession ... .	d’œufs Kinder Surprise	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Theodore Roosevelt, 26e président des États-Unis, fut l’un des premiers Américains à obtenir ... .	la ceinture marron de judo	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. ..., en Ontario, est la route la plus fréquentée d’Amérique du Nord.	L'autoroute 401	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Le personnage de Jack Sparrow a été inspiré par Keith Richards et ... .	Pépé le putois	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la dernière phrase. Le pinard est un qualificatif argotique désignant un vin rouge. Il a comme synonyme (par ordre alphabétique) « bleu », « bluchet », « brutal », « gingin », « ginglard », « ginglet », « gros qui tache », « ... », « pichtegorne », « picrate », « picton », « pive », « pivois » ou « rouquin ».	jaja	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Jacqueline Auriol est ... célèbre. Son beau-père est Vincent Auriol, président de la IVe République.	une aviatrice	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. L’écrivain et humoriste Alphonse Allais fut le premier à inventer et faire breveter ..., en 1881.	le café soluble	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Gabriele Cirulli, créateur du jeu vidéo ..., a admis n’avoir jamais réussi à gagner à son propre jeu.	2048	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Le tablier de sapeur est une spécialité culinaire de la région lyonnaise à base de ... .	gras-double	https://fr.m.wikipedia.org/wiki/Tablier_de_sapeur
Compléter la phrase suivante. En 1976, six ans après leur séparation, les Beatles se sont vu proposer ... pour un concert de charité.	230 millions de dollars	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Pendant la Révolution française, Marseille fut officiellement débaptisée et dénommée « ... » du 6 janvier au 12 février 1794.	Ville sans nom	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Depuis 1964, la rue du Faubourg-Saint-Honoré à Paris est jumelée avec ... .	la Ve Avenue de New York	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Dans environ 33 000 ans, l’étoile la plus proche du Soleil sera ..., et non plus Proxima du Centaure.	Ross 248	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Léonard Burlat, créateur de ... qui porte son nom, n’a tiré aucun revenu de son invention.	la cerise	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Depuis 1767, la promenade de la Treille à Genève est bordée sur plus de ... par le plus long banc en bois du monde.	120 mètres	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. En 2009, un aventurier suisse séjourne sur l’île de Tofua durant 300 jours, équipé uniquement d’un couteau suisse, ... et d’un fil de pêche.	d’une machette	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Alice Guy, née en 1873 à Saint-Mandé et morte en 1968 dans le New Jersey, est la première femme ... .	réalisatrice de l’histoire du cinéma	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. La ligne de changement de date passe entre les deux îles ... : d’« aujourd’hui » en Alaska, on peut regarder « demain » en Russie.	Diomède	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Le 14 octobre 1947, le ... est le premier avion à franchir le mur du son.	Bell X-1	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. La machine d’Anticythère destinée à ... est le plus vieux mécanisme à engrenages connu.	calculer des positions astronomiques	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
Compléter la phrase suivante. Suprenant: les dipneustes sont des poissons ... .	munis de poumons	https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Le_saviez-vous_%3F/Archives/2014
